940,-0.000143
941,0.0002198
942,0.0004331
943,0.0005664
944,0.0010365
945,0.001378
946,0.0014706
947,0.0020837
948,0.0021966
949,0.0027669
950,0.003101
951,0.0038374
952,0.0043484
953,0.004846
954,0.0052995
955,0.0062343
956,0.0067824
957,0.0074619
958,0.0083369
959,0.0090356
960,0.0098777
961,0.0109659
962,0.0120002
963,0.0128846
964,0.0140018
965,0.0154199
966,0.016728
967,0.0181775
968,0.0197834
969,0.0212322
970,0.0226941
971,0.0243335
972,0.0261547
973,0.0283115
974,0.0302217
975,0.0324739
976,0.034849
977,0.0375817
978,0.0403543
979,0.0433729
980,0.0463716
981,0.049559
982,0.0531139
983,0.0568861
984,0.0607416
985,0.0647295
986,0.0689267
987,0.0734805
988,0.0786893
989,0.0840189
990,0.0893494
991,0.0950272
992,0.1013195
993,0.1082016
994,0.1153912
995,0.1225751
996,0.1304357
997,0.1387796
998,0.1481291
999,0.157348
1000,0.1673507
1001,0.1773288
1002,0.1881914
1003,0.2002314
1004,0.211969
1005,0.2246115
1006,0.2376062
1007,0.2513298
1008,0.2654484
1009,0.281246
1010,0.2960457
1011,0.3123392
1012,0.3278975
1013,0.3459617
1014,0.3645627
1015,0.3825509
1016,0.4012138
1017,0.4203674
1018,0.4404541
1019,0.460458
1020,0.4813926
1021,0.5026639
1022,0.5228096
1023,0.5437581
1024,0.5645511
1025,0.585489
1026,0.6067484
1027,0.6284057
1028,0.6509169
1029,0.6710387
1030,0.6928182
1031,0.7133977
1032,0.7348222
1033,0.7552555
1034,0.7751197
1035,0.7958159
1036,0.8159419
1037,0.835363
1038,0.8536738
1039,0.8706439
1040,0.8879213
1041,0.9045472
1042,0.9182434
1043,0.9325094
1044,0.9443096
1045,0.954514
1046,0.9647399
1047,0.9737014
1048,0.9809824
1049,0.9868298
1050,0.9915085
1051,0.9956976
1052,0.9983009
1053,1
1054,0.9994364
1055,0.9997026
1056,0.9982785
1057,0.9945114
1058,0.9899966
1059,0.9833159
1060,0.9756749
1061,0.9666865
1062,0.9558806
1063,0.9443945
1064,0.9330274
1065,0.9196372
1066,0.9066531
1067,0.8926164
1068,0.8773181
1069,0.8604987
1070,0.844179
1071,0.8272756
1072,0.8094458
1073,0.7912431
1074,0.7719472
1075,0.7547217
1076,0.7349893
1077,0.7163517
1078,0.6968522
1079,0.6786446
1080,0.659853
1081,0.6409182
1082,0.6223024
1083,0.6040686
1084,0.5867592
1085,0.5686659
1086,0.5521011
1087,0.5356906
1088,0.518819
1089,0.5026278
1090,0.4872906
1091,0.4712316
1092,0.456646
1093,0.4416109
1094,0.42696
1095,0.4134225
1096,0.3996372
1097,0.3875563
1098,0.3748133
1099,0.3628152
1100,0.3515011
1101,0.3401964
1102,0.3294021
1103,0.3188001
1104,0.3090188
1105,0.299116
1106,0.289604
1107,0.2804942
1108,0.2714637
1109,0.2624528
1110,0.2546885
1111,0.2467562
1112,0.2392489
1113,0.2322628
1114,0.2253658
1115,0.2193229
