1116,0.2131865
1117,0.2074192
1118,0.2021331
1119,0.1966675
1120,0.1916501
1121,0.1868109
1122,0.1822028
1123,0.1776927
1124,0.1731453
1125,0.1687481
1126,0.1649188
1127,0.1606947
1128,0.1568743
1129,0.1531094
1130,0.1495171
1131,0.1460169
1132,0.1424894
1133,0.1390631
1134,0.1353523
1135,0.1318165
1136,0.1285059
1137,0.1250886
1138,0.1217032
1139,0.118438
1140,0.1152881
1141,0.1123487
1142,0.1093702
1143,0.1065223
1144,0.1037477
1145,0.1010322
1146,0.0983514
1147,0.0959954
1148,0.0936145
1149,0.0915568
1150,0.0896325
1151,0.0878801
1152,0.0863554
1153,0.0849789
1154,0.0837799
1155,0.0829836
1156,0.0824869
1157,0.0821298
1158,0.0817983
1159,0.0818107
1160,0.0818463
1161,0.0820687
1162,0.0822867
1163,0.0827556
1164,0.083161
1165,0.0838829
1166,0.084657
1167,0.0852509
1168,0.0859526
1169,0.086767
1170,0.0875407
1171,0.088084
1172,0.0887235
1173,0.0891744
1174,0.0895052
1175,0.0900341
1176,0.0904294
1177,0.090753
1178,0.0910788
1179,0.0912079
1180,0.0913193
1181,0.0913436
1182,0.0912536
1183,0.0911407
1184,0.0906713
1185,0.090291
1186,0.0897125
1187,0.0891133
1188,0.0885488
1189,0.0879121
1190,0.0873166
1191,0.086541
1192,0.0860376
1193,0.0854445
1194,0.0849235
1195,0.084241
1196,0.0836769
1197,0.0831147
1198,0.0825477
1199,0.081994
1200,0.0814924
1201,0.0808877
1202,0.0804247
1203,0.0799074
1204,0.0793273
1205,0.0787711
1206,0.0781924
1207,0.0776218
1208,0.0770072
1209,0.0764254
1210,0.0759489
1211,0.0753813
1212,0.0749031
1213,0.0744855
1214,0.0741183
1215,0.0734799
1216,0.073084
1217,0.072591
1218,0.0720749
1219,0.0715875
1220,0.0710763
1221,0.0706239
1222,0.0701228
1223,0.0696534
1224,0.0693276
1225,0.0687534
1226,0.0683305
1227,0.0679513
1228,0.0675633
1229,0.0671404
1230,0.0668707
1231,0.0662967
1232,0.065891
1233,0.0654212
1234,0.0648278
1235,0.0643443
1236,0.0637836
1237,0.0632009
1238,0.0627386
1239,0.0623414
1240,0.0616959
1241,0.0610665
1242,0.0606624
1243,0.0600277
1244,0.0594391
1245,0.0587615
1246,0.0581214
1247,0.0574568
1248,0.0568138
1249,0.0560135
1250,0.0552941
1251,0.0545667
1252,0.0537479
1253,0.0530727
1254,0.0524567
1255,0.051771
1256,0.0509604
1257,0.0503435
1258,0.0496924
1259,0.0489695
1260,0.0482141
1261,0.0475392
1262,0.0467788
1263,0.0460826
1264,0.0452669
1265,0.0444969
1266,0.0436287
1267,0.0429318
1268,0.0421589
1269,0.0415292
1270,0.0408611
1271,0.0400847
1272,0.0394144
1273,0.0387423
1274,0.0380943
1275,0.0375217
1276,0.036828
1277,0.0361802
1278,0.0355365
1279,0.0349815
1280,0.034309
1281,0.0336242
1282,0.0330744
1283,0.0325816
1284,0.0320627
1285,0.0314177
1286,0.0308343
1287,0.0301227
1288,0.0295666
1289,0.0290049
1290,0.0283587
1291,0.0279003
1292,0.0272074
1293,0.026778
1294,0.0262204
1295,0.0256984
1296,0.0251993
1297,0.0248285
1298,0.024281
1299,0.0238439
1300,0.0234218
1301,0.0230126
1302,0.0225108
1303,0.0220237
1304,0.0215668
1305,0.0211972
1306,0.0208639
1307,0.0202771
1308,0.0199403
1309,0.019569
1310,0.0191119
1311,0.0187736
1312,0.0183326
1313,0.0180777
1314,0.0177896
1315,0.0174349
1316,0.0170345
1317,0.0166915
1318,0.0164196
1319,0.0161139
1320,0.015648
1321,0.0154842
1322,0.0150769
1323,0.0147281
1324,0.0144442
1325,0.0141527
1326,0.0138372
1327,0.0135497
1328,0.013333
1329,0.013046
1330,0.0127342
1331,0.0125141
1332,0.0122001
1333,0.0119431
1334,0.0117729
1335,0.0114171
1336,0.0111462
1337,0.0109377
1338,0.0106859
1339,0.0103665
1340,0.010138
1341,0.0098517
1342,0.0096703
1343,0.0095878
1344,0.0092952
1345,0.0092301
1346,0.0089924
1347,0.0087444
1348,0.008625
1349,0.0085008
1350,0.0082108
1351,0.008273
1352,0.0081548
1353,0.0078578
1354,0.0077296
1355,0.0076069
1356,0.0075542
1357,0.0073323
1358,0.00717
1359,0.0068701
1360,0.0068015
1361,0.0066151
1362,0.0064093
1363,0.0062338
1364,0.0060841
1365,0.0058578
1366,0.0056586
1367,0.0055558
1368,0.005373
1369,0.0053643
1370,0.005268
1371,0.0052302
1372,0.005318
1373,0.0054371
1374,0.0055259
1375,0.005564
1376,0.0058247
1377,0.0061467
1378,0.006301
1379,0.0066061
1380,0.0067114
1381,0.0067636
1382,0.0065077
1383,0.0065924
1384,0.0062521
1385,0.0061147
1386,0.0059711
1387,0.0057741
1388,0.0056342
1389,0.0055486
1390,0.0054245
1391,0.0052336
1392,0.0049395
1393,0.0049971
1394,0.0045668
1395,0.0043425
1396,0.0043704
1397,0.0040313
1398,0.0037671
1399,0.003702
1400,0.0036707
1401,0.0032184
1402,0.0032457
1403,0.0030235
1404,0.0028169
1405,0.0026362
1406,0.002599
1407,0.0025259
1408,0.0024322
1409,0.0021866
1410,0.0020523
1411,0.0018188
1412,0.0017402
1413,0.0015559
1414,0.0014716
1415,0.0014834
1416,0.0015955
1417,0.0013413
1418,0.0013803
1419,0.0012659
1420,0.0011801
1421,0.0011687
1422,0.0010958
1423,0.0011258
1424,0.0011623
1425,0.0012639
1426,0.0011874
1427,0.0012806
1428,0.0012694
1429,0.0014188
1430,0.0014891
1431,0.0014293
1432,0.001564
1433,0.0015932
1434,0.0016019
1435,0.0017328
1436,0.0017692
1437,0.0017971
1438,0.0018274
1439,0.0018532
1440,0.0020034
1441,0.0020664
1442,0.0020264
1443,0.0020166
1444,0.0020378
1445,0.0018307
1446,0.0018496
1447,0.002065
1448,0.0019438
1449,0.0020273
1450,0.0019278
1451,0.0017937
1452,0.0019389
1453,0.0017361
1454,0.0018676
1455,0.001757
1456,0.0018608
1457,0.0015623
1458,0.0016002
1459,0.001664
1460,0.0015951
1461,0.0014821
1462,0.0015991
1463,0.0014743
1464,0.0013772
1465,0.0013438
1466,0.0011854
1467,0.0012226
1468,0.0011878
1469,0.0011496
1470,0.0010414
1471,0.0010083
1472,0.0009096
1473,0.0007978
1474,0.0008909
1475,0.0008507
1476,0.0007617
1477,0.0005806
1478,0.0006787
1479,0.000689
1480,0.0006003
1481,0.0006948
1482,0.0006653
1483,0.0005901
1484,0.0006944
1485,0.0003794
1486,0.0004423
1487,0.0004389
1488,0.0004463
1489,0.0002681
1490,0.0004585
1491,0.0002575
1492,0.0003935
1493,0.00014
1494,0.0002062
1495,0.0002235
1496,0.0002125
1497,1.54E-05
1498,-8.02E-06
1499,-2.25E-05
1500,0
